Word,SemD
on,8.08794755464267
a,8.07837810362652
he,8.010027528481734
to,7.996317231796745
but,7.990238185720363
for,7.988882253309227
at,7.987524479848767
in,7.982074875081202
of,7.979681302387741
the,7.979338895262328
and,7.977625098784593
that,7.976595409316577
it,7.976251943745623
was,7.97522083865341
with,7.97522083865341
no,7.9748769005588755
as,7.974532844130228
had,7.966933498404839
have,7.966239776559467
be,7.9599745280805365
which,7.9599745280805365
from,7.957877358489813
not,7.956476798036782
me,7.955775781534187
his,7.955425088912672
there,7.955074273262697
is,7.946617563244472
one,7.946263643580541
this,7.944846711001996
upon,7.944492163932159
so,7.9441374911141125
all,7.940227765145702
by,7.931284761525891
were,7.92588031673756
i,7.922623574217286
an,7.913886714856082
been,7.889084407035514
would,7.876638460975463
when,7.874358824729881
who,7.873978379604501
could,7.866338923046544
out,7.8567067930958405
or,7.854381210652365
if,7.850882664809852
they,7.84971375760487
him,7.843064016692054
man,7.836764783264067
up,7.8351837552667485
some,7.8336002236611035
very,7.827639546366422
what,7.819636302367592
them,7.813995675002791
into,7.813591552952433
are,7.813187267521417
you,7.81237820598861
my,7.81035268372429
more,7.809135398120538
then,7.805882040228621
we,7.805474625270857
said,7.798933310041217
now,7.762170607138205
over,7.744569809354496
down,7.738052297689316
do,7.7284157798410416
can,7.7279755421055585
will,7.720017940432244
their,7.70796153183549
should,7.693937325509272
before,7.687080155783135
see,7.6760099320288875
has,7.67368812926773
two,7.668093709082406
other,7.664346632098617
little,7.663407664893479
only,7.662937850461535
than,7.65728279297819
time,7.650644551436897
come,7.647308832356238
may,7.629975707027789
our,7.625107148238899
back,7.61972421378267
such,7.616775808698373
well,7.602900462204755
came,7.592870287844818
long,7.587817219993426
own,7.587310506022615
great,7.585281078639126
your,7.581209826196346
how,7.57353126274595
about,7.571473648851271
face,7.563719668414366
way,7.563719668414366
any,7.56164174558878
us,7.559038255443384
must,7.54274354536855
these,7.529943370601589
like,7.5251007461258
never,7.518607216815252
might,7.495541943884256
hand,7.473069088032197
through,7.472500744737558
made,7.4645098346365275
here,7.463363045520021
last,7.463363045520021
where,7.460490305825338
did,7.456454555176209
good,7.450660796211539
after,7.431891916807801
eyes,7.430707082545968
know,7.4109518755836366
much,7.410347097821024
every,7.409741954080923
yet,7.403061091090091
still,7.394493107219038
am,7.389563953677635
think,7.384610383176974
old,7.383989457978509
her,7.381501894506707
first,7.3796321526095525
say,7.371489295214277
men,7.356918242356021
again,7.352441100243583
away,7.352441100243583
most,7.351158226430694
round,7.348587530927593
those,7.347299700743164
its,7.340835554123275
once,7.322510433997394
ever,7.315883504509785
left,7.306531398939505
head,7.2868764117507
too,7.280008252884188
side,7.278628942320682
day,7.27655640271871
sir,7.272398392570047
off,7.2640301428995295
take,7.2633296174768365
nothing,7.262628600974241
until,7.259819610363186
go,7.251344983372214
