Word,SemD,Word Probability
a,6.860663671448287,0.016447109640754427
and,6.860663671448287,0.0298250711431895
in,6.860663671448287,0.012537774332649085
is,6.860663671448287,0.011971356015939431
of,6.860663671448287,0.01934947905248705
the,6.860663671448287,0.03079112905002208
to,6.860663671448287,0.02304693195323063
with,6.860663671448287,0.009050105993649821
be,6.859614903654203,0.0076623811177111666
but,6.859614903654203,0.007090718186957903
i,6.859614903654203,0.024765067513916585
not,6.859614903654203,0.010304617672880835
that,6.859614903654203,0.012789515806742266
for,6.858565034791365,0.008549769813889626
it,6.858565034791365,0.008543476277037297
my,6.858565034791365,0.013762916173235896
this,6.85751406254539,0.00747881962618489
have,6.851184927493743,0.006558914322936061
me,6.851184927493743,0.008583335343768718
so,6.849066282633458,0.005683063777653538
he,6.848005274576363,0.008867593424932266
his,6.848005274576363,0.008027406255146278
as,6.846943139585379,0.00734036181543364
what,6.836259277277067,0.005359995552567291
will,6.835184586147302,0.005548801658137176
all,6.833031732786201,0.0045628142179388875
you,6.833031732786201,0.01566041753421324
by,6.831953565565855,0.004378203803603889
no,6.8308742346461795,0.004260724449027072
if,6.815639990074332,0.0039743685222460795
your,6.815639990074332,0.007400150415530771
do,6.812345094177479,0.004267017985879401
are,6.803505257608338,0.0038684273185651996
him,6.799055862058796,0.005850891427048992
shall,6.799055862058796,0.00404779311885659
on,6.795705775173515,0.0035915116970627013
at,6.776506992372183,0.0028635592678099226
now,6.77078942390898,0.003161453345486852
they,6.769641976852503,0.0037373119674750017
from,6.7661917146603505,0.0030848819804501766
enter,6.74993119378857,0.0026275516358475665
more,6.747586526829316,0.0026296494814650093
let,6.7357800142423265,0.0026338451726998957
or,6.7357800142423265,0.0027817432887296393
we,6.733401891837359,0.004088701108396732
then,6.731018100482083,0.0025499313480021693
good,6.729824070489475,0.003081735212024012
there,6.71901315438526,0.002467066446113164
would,6.714170529909472,0.0025918882603510325
o,6.71295620067707,0.0029611090890210297
here,6.710523109452429,0.002620209176186515
thou,6.710523109452429,0.00619388918550095
how,6.701960366002541,0.00243140307061663
when,6.699500340161678,0.002321266175700864
am,6.698268054115413,0.0024114735372509203
come,6.697034247666485,0.002761813755363929
which,6.684611727667927,0.0026726553166225944
can,6.674561391814426,0.0022310588141508077
was,6.672032945461067,0.0027355906851458892
