Word,SemD,Word Probability
on,8.005700678662544,0.007480338604353627
he,7.980707820869669,0.013375688186174663
a,7.971085753505607,0.023763222481428554
in,7.971085753505607,0.014337896301172466
the,7.971085753505607,0.06442149227861167
for,7.970394907191429,0.007932908214304318
to,7.970394907191429,0.022300002554828443
that,7.969703583278656,0.011893887689078042
and,7.96693349840484,0.033260880168260336
of,7.966239776559467,0.024393302898801254
but,7.9658927350845286,0.006171735567956612
at,7.964850887447313,0.005642189308806096
as,7.963807953231451,0.007002552505871958
all,7.96346006663897,0.0051630760267175335
it,7.9617188159813645,0.010233912792755966
was,7.96102146588337,0.01120474760119858
with,7.954021087278037,0.007131621111642353
is,7.950502434808851,0.007278606696105811
not,7.939871576361883,0.005127242069331408
his,7.937731775260109,0.009193400844951443
by,7.934155233536322,0.0036325015320675764
be,7.931644021454311,0.004076776244475184
i,7.930565854233965,0.01791631510125913
from,7.927324360309794,0.003768206055872439
there,7.921898411023797,0.0034682625607145028
they,7.912056888179006,0.006038021819562089
have,7.907651594711089,0.003880684866556665
no,7.903965634032166,0.00291549058844335
out,7.903226808730733,0.003161019555718652
when,7.902857191280582,0.003293074324604557
had,7.896924656268864,0.005068845990628093
up,7.8928255262511176,0.003084706498322274
one,7.892452043520352,0.0034317650115249306
this,7.890582534656536,0.002928762424512285
so,7.88758403166028,0.0027867537785746777
said,7.8655717576847906,0.006309099071270092
an,7.86403565907245,0.005710207468659388
what,7.860570785538664,0.00291947213926403
him,7.859026979751538,0.004255946031405809
you,7.8582541821860294,0.009706689104917513
do,7.857093864902493,0.003393940278728465
or,7.8547691834991324,0.0027622008818471476
man,7.842671474979457,0.003176945759001374
me,7.8407064517494,0.004577124464274042
were,7.8407064517494,0.0029921354417414506
little,7.826842098158293,0.0022970230276309674
then,7.826044013518965,0.0022499080095862473
my,7.818832443803404,0.004850524287294108
down,7.815207062189088,0.002151364626774403
if,7.813591552952433,0.002414146980939321
are,7.81237820598861,0.0030103842163362367
we,7.80954132465341,0.0049547082004352495
into,7.793174347189205,0.002033577081662603
like,7.791935956938058,0.0021676226259588487
who,7.790696031174738,0.002372340697322175
would,7.789454566086673,0.002465907141608168
more,7.761319180947987,0.0017362879537184532
their,7.7336835707759,0.002816615409729782
now,7.728855823852543,0.001775108074220089
did,7.725771441587952,0.0018912366398232722
over,7.720905251936779,0.0016277906938549076
been,7.717796211013582,0.00178307117586145
know,7.708859601047175,0.0018036425217682996
them,7.706612913964197,0.0020933003439728114
go,7.695757990554761,0.0017260022807650285
will,7.692113339595466,0.002268156784181033
can,7.688913336864796,0.001660306692223799
could,7.687538766201629,0.0016944816701013072
see,7.682482446534506,0.0015435145348171688
come,7.670428522190693,0.0015146482913672348
time,7.660114319173928,0.0014652107020104508
which,7.660114319173928,0.0017107396692857529
only,7.659642954564682,0.0013673309110020535
where,7.659171367666058,0.001524602168418936
than,7.655390644826152,0.001372307849527904
very,7.653969180478774,0.0016121962864739088
back,7.650168700845001,0.0014655424979121742
about,7.641084249174914,0.0015849890225325914
men,7.62657020629066,0.001977171778369628
before,7.621195162809845,0.0012382623052316583
two,7.6128310304073565,0.0013019671183625474
some,7.603897968521881,0.0013228702601711204
good,7.599901959208498,0.0013490821364072676
came,7.595889917718538,0.001283386547866038
never,7.595889917718538,0.0013915520118278602
your,7.576097340623111,0.002195825277605336
any,7.573017256052546,0.0012535249167109337
till,7.568379267836522,0.0011775436552162795
made,7.562161631225652,0.0011244563109405385
old,7.55118686729615,0.0015272565356327231
through,7.55118686729615,0.0011655990027542378
her,7.549609165154532,0.0033959310541388055
after,7.54380286750151,0.0011314240248767296
away,7.529406457837013,0.001130096841269836
has,7.526178913346146,0.001333819524927992
long,7.520234556474628,0.0011075347199526462
how,7.518064181233078,0.0012419120601506154
too,7.509335266016592,0.001109193699461263
here,7.506042178518123,0.001216363775717915
own,7.503840746698951,0.0010803274560113288
went,7.503840746698951,0.0011427050855353244
us,7.503289630675082,0.0015899659610584423
head,7.494430215031565,0.0011629446355404507
must,7.48941208350872,0.0011158296174957306
off,7.484368643286131,0.0010713689666647975
again,7.472500744737558,0.0010753505174854782
our,7.471363088187097,0.0018746468447371032
say,7.457609289715606,0.001110189087166433
well,7.45298232946546,0.001000364643695994
make,7.450660796211539,0.0009638670945064221
under,7.450660796211539,0.0009728255838529534
day,7.440733707389261,0.001007332357632185
she,7.438971592395862,0.0033123184869045135
other,7.427738840532894,0.0009522542379461037
much,7.417580402414544,0.00094893627892887
three,7.414572881350589,0.0009416367690909556
should,7.4067107301776405,0.0009150930969530851
way,7.403061091090091,0.0008945217510462354
take,7.3901814282264295,0.0008766047723531729
first,7.374001859350161,0.0008659873034980247
get,7.374001859350161,0.0009170838723634254
things,7.370230641807081,0.0008832406903876405
think,7.349230824613334,0.0009486044830271465
great,7.344719054149673,0.0009081253830168941
while,7.344719054149673,0.0007800521649516689
last,7.340186835320115,0.000800955306760242
just,7.312553498102598,0.0008178768977481344
round,7.309212365692763,0.0008145589387309006
himself,7.307202314764739,0.0008669826912031948
look,7.2875606403097235,0.0007817111444602859
hand,7.280008252884188,0.0007807157567551157
though,7.277247726631484,0.0007405684526465866
let,7.271008538280992,0.0007843655116740729
these,7.269616749608169,0.0007621351862586064
even,7.264730177929867,0.0006768636395156974
night,7.258412150595307,0.0008248446116843254
knew,7.256297239690681,0.0007900060420033704
tell,7.254884810077338,0.0007817111444602859
upon,7.2449415463370075,0.000835793876441197
put,7.242797922793756,0.0006907990673880795
eyes,7.238496840894365,0.0007223196780518006
might,7.234177179749849,0.0007000893526363341
may,7.221105098182496,0.000775738818229265
half,7.2196420401307355,0.0006662461706605493
told,7.2196420401307355,0.0007389094731379697
life,7.215975002651466,0.0007289555960862682
once,7.213031659834869,0.0006493245796726568
shall,7.195937226475569,0.0009283649330220203
because,7.1853870155804165,0.0007379140854327995
give,7.1853870155804165,0.0007020801280466744
took,7.183870715062453,0.0006333983763899345
most,7.1808311990445555,0.0006470020083605932
people,7.180069874302796,0.0009217290149875527
every,7.179307969504034,0.0006559604977071245
left,7.166265974133638,0.0006300804173727007
those,7.163946684342547,0.0006443476411468061
work,7.1631723908466425,0.0008195358772567513
nothing,7.161622002939187,0.0006410296821295722
looked,7.158513997329321,0.0006300804173727007
saw,7.157735484249907,0.0006748728641053571
between,7.154615356913663,0.0006075182960555108
ever,7.145196134997171,0.0006264306624537435
thing,7.140453043101158,0.0006065229083503407
heard,7.13966033596492,0.0006675733542674427
right,7.1316985104669115,0.0006559604977071245
am,7.130098510125578,0.0008404390190653243
done,7.129297548929373,0.0006244398870434032
still,7.121252453244542,0.0005876105419521079
white,7.121252453244542,0.0007017483321449511
many,7.111512116496157,0.0006012141739227666
another,7.105786129481271,0.0005657120124383648
behind,7.101675971619444,0.0005942464599865755
new,7.099201743553092,0.000664255395250209
without,7.094234845924755,0.0005381729525953241
across,7.0909098220799835,0.00055542633948494
place,7.089243155027514,0.0005686981755538752
thought,7.0859014643656115,0.0005809746239176403
end,7.083387847625295,0.0005643848288314713
world,7.077498053569231,0.0006406978862278489
such,7.055312843339752,0.0005527719722711529
face,7.046647277848756,0.000569361767357322
years,7.045776576879511,0.0006028731534313835
among,7.044905117129371,0.0005683663796521518
full,7.040536390215956,0.0005129564640643471
why,7.040536390215956,0.000592919276379682
big,7.038783541388542,0.0006350573558985514
days,7.035268599281097,0.0005866151542469378
seen,7.029087564149663,0.0005278872796418994
does,7.028201432058005,0.0005886059296572781
far,7.026426808699636,0.0005225785452143252
going,7.026426808699636,0.0005839607870331507
always,7.025538314638521,0.000569361767357322
yet,7.016609683894219,0.0005079795255384965
feet,7.01301578963963,0.0005623940534211309
against,7.01211529430638,0.0005265600960350058
better,6.985641817639208,0.0004907261386488806
next,6.984716320118265,0.0005043297706195393
being,6.9782137426306985,0.0005056569542264328
oh,6.97166860472579,0.000613822418188255
young,6.96979066990159,0.0006091772755641276
called,6.967909201801884,0.0004996846279954119
turned,6.967909201801884,0.0004671686296265206
anything,6.962243464266207,0.000495371281273008
black,6.961296045910167,0.0005295462591505162
hands,6.960347729101308,0.00046783222142996736
side,6.954638864880987,0.0005325324222660267
its,6.952728644624869,0.0005783202567038533
got,6.951772164398911,0.000558080706698727
lay,6.9508147684425845,0.00048309483290924287
each,6.943122422819428,0.00048707638372992346
o,6.942156705699469,0.0012147047962092982
same,6.918695219020472,0.0005016754034057522
found,6.915723448631314,0.0004432793247024371
began,6.912742820493176,0.00044958344683518136
dead,6.906754778648554,0.0005172698107867511
few,6.899723107284873,0.00045555577306620226
talk,6.897704943128636,0.00047977687389200906
something,6.891625897052253,0.0004406249574886501
call,6.883462586413092,0.0004399613656852033
enough,6.879355804460439,0.0004250305501076512
woman,6.877296071497429,0.0006732138845967402
together,6.85751406254539,0.00040678177551286524
hundred,6.849066282633458,0.0005016754034057522
gave,6.824373670043086,0.00040280022469218465
hear,6.821107472256465,0.0004018048369870145
along,6.816735880594968,0.0004243669583042044
mind,6.811244378601293,0.000400477653380121
heart,6.810142450115136,0.0004243669583042044
red,6.810142450115136,0.000520587769803985
four,6.80903930604298,0.0004316664681421188
set,6.803505257608338,0.00037592475665259076
keep,6.794586580876499,0.00039915046977322745
gone,6.79346613258001,0.0003931781435422066
remember,6.7912214627261855,0.0003971596943628872
course,6.787844982309579,0.00041175871403871593
home,6.785587645007929,0.00044128854929209685
god,6.776506992372183,0.00047280915995581805
voice,6.775366090936392,0.0004625234870023932
water,6.774223886357615,0.0005633894411263011
light,6.767343125265392,0.00040678177551286524
word,6.767343125265392,0.00040445920420080153
above,6.761572768804056,0.00037293859353708034
sat,6.759255270663693,0.0003560170025491879
best,6.74993119378857,0.0004041274082990782
five,6.748759547491679,0.0003931781435422066
ten,6.744059186311348,0.00037293859353708034
ran,6.741700694652055,0.0003964961025594404
ca,6.739336627357174,0.00047148197634892455
find,6.738152494595957,0.00036829345091295303
house,6.733401891837359,0.000516274423081581
nor,6.733401891837359,0.00044128854929209685
road,6.7226297948554485,0.0004897307509437105
want,6.7226297948554485,0.00041341769354733286
run,6.716594773520979,0.00038023810337499474
name,6.706862336602747,0.00035170365582678397
used,6.694562058521096,0.00036464369599399583
alone,6.68586094706836,0.0003510400640233372
bad,6.68586094706836,0.00036033034927159186
stood,6.682108597449809,0.0003367728402492318
least,6.675823221634848,0.00031719688204755235
asked,6.674561391814426,0.0003457313295957631
since,6.668228248417403,0.0003314641058216577
open,6.663132695990803,0.000326487167295807
yes,6.659293919683638,0.0003825606746870584
quite,6.658011045870748,0.0003550216148440178
cut,6.656726524178391,0.00033013692221476416
says,6.6502790485874215,0.0007903378379050937
comes,6.641182169740591,0.0003351138607406149
both,6.637258031284457,0.0003228374123768498
fell,6.628041376179533,0.00031122455581653145
hold,6.6240652277998935,0.000319519453359616
except,6.62273632394984,0.00029529835253380916
understand,6.617402977974478,0.000326487167295807
rest,6.602587892189336,0.0003045886377820638
hour,6.595780513961311,0.0003072430049958509
english,6.591673732008658,0.0004402931615869267
earth,6.586171654854675,0.0003311323099199343
knows,6.584791392385716,0.0003158696984406588
morning,6.577861357721047,0.00032615537139408363
high,6.573680166960646,0.00029861631155104297
small,6.573680166960646,0.0003049204336837872
laughed,6.570882962339584,0.00031786047385099907
poor,6.568077911411976,0.00033975900336474227
almost,6.5638555265321274,0.00029463476073036244
turn,6.559615237493242,0.00029198039351657534
true,6.558197802812269,0.0003208466369665095
later,6.546785410760524,0.00027837676154591676
mother,6.542471960506805,0.00048807177143509356
taken,6.542471960506805,0.00029164859761485196
also,6.541029999189903,0.0002999434951579365
help,6.541029999189903,0.0003002752910596599
sort,6.539585955617669,0.0002826901082683207
year,6.539585955617669,0.00031421071893204187
matter,6.536691597591306,0.0002816947205631506
sea,6.536691597591305,0.0004930487099609443
brought,6.5337888379333435,0.00027671778203729983
times,6.532334292222349,0.0002737316189217894
spoke,6.52795791762255,0.000270745455806279
sent,6.52649485957079,0.0002926439853200221
sure,6.525029657843462,0.00027472700662695956
women,6.522092798170152,0.0003663026755026127
beyond,6.519147287940395,0.0002773813738407466
eye,6.516193076042964,0.0002860080672855545
land,6.516193076042964,0.0003357774525440617
country,6.511745329644728,0.0003526990435319541
boy,6.51025834052315,0.0004578783443782659
cried,6.507277712385012,0.00030956557630791457
leave,6.502790045915623,0.0003049204336837872
line,6.502790045915623,0.00033080051401821093
show,6.502790045915623,0.00028335370007176745
business,6.4967749901858625,0.0002966255361407027
believe,6.490723534502507,0.00029065320990968185
love,6.490723534502507,0.0004054545919059717
child,6.484635235635252,0.0003964961025594404
need,6.481577129276431,0.0002720726394131725
dark,6.480044561926653,0.00030326145417517033
less,6.480044561926653,0.000259464395147684
ye,6.478509642208569,0.0007037391075552913
forward,6.476972362889683,0.00028833063859761814
words,6.47543271670409,0.0002661003131821516
care,6.4692503167957724,0.00027638598613557644
held,6.4692503167957724,0.00025316027301493975
six,6.466144724237619,0.0002720726394131725
thousand,6.466144724237619,0.0003128835353251484
children,6.45833828334479,0.0003493810845147203
death,6.45833828334479,0.0003165332902441056
everything,6.455198563340122,0.00026410953777181135
room,6.4457198193855785,0.00033776822795440195
trouble,6.4457198193855785,0.0002820265164648739
foot,6.44413125670044,0.00027572239433212967
myself,6.44413125670044,0.000273399823020066
ground,6.4425401664681985,0.0002823583123665973
miles,6.440946540632921,0.0002962937402389793
speak,6.436150368369428,0.0002611233746563009
answered,6.431331081933479,0.00026045978285285415
father,6.429719478039138,0.00042735312141971483
none,6.429719478039138,0.0002528284771132164
given,6.424869023905387,0.00024320639596323834
clear,6.421622267806518,0.0002495105180959826
hard,6.416732282512326,0.0002471879467839189
friend,6.415096959171596,0.00028667165908900126
money,6.415096959171596,0.0003248281877871901
door,6.411818267709897,0.00027937214925108687
mouth,6.411818267709897,0.00026576851728042823
seemed,6.410174881966167,0.0002611233746563009
horse,6.408528791059498,0.00039085557223014295
else,6.403574197934815,0.0002458607631770254
near,6.403574197934815,0.00024154741645462144
twenty,6.400257445308821,0.00025249668121149303
passed,6.396929655216146,0.00023391611071498368
use,6.396929655216146,0.00023225713120636677
stand,6.393590753950631,0.00026079157875457754
coming,6.391917113392602,0.00024088382465117466
deep,6.391917113392602,0.0002597961910494074
die,6.3818160174060985,0.0003039250459786171
ask,6.380122536899766,0.00023225713120636677
met,6.375024819828097,0.00024386998776668512
dropped,6.373319789577012,0.00023059815169774986
fire,6.371611847231857,0.000284680883678661
son,6.371611847231857,0.0003354456566423383
ago,6.368187186350492,0.0002332525189115369
below,6.368187186350492,0.0002475197426856423
lost,6.366470447731438,0.00024353819186496173
nearly,6.364750756851912,0.0002349114984201538
lie,6.364750756851911,0.00026012798695113076
rose,6.3578422665081,0.00023789766153566424
perhaps,6.352629396319567,0.00023988843694600453
hot,6.35088571671474,0.0002458607631770254
looking,6.349138991379798,0.00022528941727017576
whose,6.3473892096560105,0.0002461925590787488
live,6.345636360828596,0.00023623868202704733
felt,6.343880434126331,0.0002299345598943031
wait,6.336825731146441,0.00023988843694600453
themselves,6.331501849893692,0.00023657047792877072
fight,6.327936783729195,0.0002753905984304063
kind,6.326149473155099,0.00021998068284260165
whole,6.326149473155099,0.0002156673361201977
air,6.324358962381311,0.0002471879467839189
sun,6.322565239927284,0.00024287460006151496
king,6.317164686747284,0.0006221173157313396
wife,6.315358001522335,0.0003616575328784854
certain,6.311734809152915,0.000224625825466729
cold,6.309918278226516,0.00025681002793389695
evening,6.306275286948016,0.00022827558038568619
india,6.306275286948016,0.0002979527197475962
sir,6.306275286948016,0.00048044046569545583
soul,6.300785794663244,0.0002634459459683646
thou,6.298949246855943,0.0006539697222967841
kept,6.295266001439646,0.0002159991320219211
wo,6.295266001439646,0.00026576851728042823
broke,6.2878585601617845,0.00021533554021847432
play,6.285998094508865,0.0002505059058011527
friends,6.282266746896006,0.00021500374431675094
fair,6.278521424165844,0.00021898529513743152
goes,6.278521424165844,0.00022163966235121856
blue,6.2766434893416445,0.0002279437844839628
others,6.2766434893416445,0.0002070406426753898
past,6.274762021241939,0.00021334476480813406
died,6.269096283706261,0.00023590688612532397
part,6.269096283706261,0.00020969500988917686
showed,6.269096283706261,0.0001980821533288585
answer,6.263398262591624,0.00020936321398745347
hills,6.261491684321042,0.0002969573320424261
mine,6.259581464064923,0.0002388930492408344
months,6.259581464064923,0.00022230325415466533
strong,6.257667587882639,0.000210690397594347
sake,6.251903883165888,0.00020969500988917686
broken,6.246106765481563,0.00020538166316677288
wind,6.244166900663736,0.0002495105180959826
returned,6.2422232654551655,0.0001931052148030078
caught,6.238324625039508,0.00018812827627715707
war,6.236369590203704,0.00029065320990968185
indeed,6.234410725718371,0.00019974113283747542
minute,6.234410725718371,0.00020239550005126246
river,6.234410725718371,0.000386542225507739
sleep,6.2324480165505225,0.00022429402956500563
bring,6.2285110035911835,0.00019575958201679483
close,6.2285110035911835,0.0001927734189012844
hair,6.22455842927536,0.00020737243857711318
service,6.22455842927536,0.00022163966235121856
heavy,6.222576268071369,0.00020737243857711318
followed,6.220590170099739,0.0002020637041495391
laid,6.220590170099739,0.0001911144393926675
low,6.220590170099739,0.0002004047246409222
fear,6.218600119691729,0.00023988843694600453
rather,6.218600119691729,0.00020140011234609233
soon,6.218600119691729,0.00019177803119611427
ought,6.212606095751519,0.00021732631562881461
afraid,6.208590026096629,0.0002262848049753459
sit,6.206575926724928,0.0001931052148030078
second,6.20455776256869,0.00020571345906849627
england,6.202535517187923,0.00031686508614582896
arms,6.19644412779452,0.0002000729287391988
north,6.19644412779452,0.000245528967275302
week,6.19644412779452,0.00020538166316677288
mean,6.1903154058531475,0.00021666272382536784
return,6.18826412308259,0.0001980821533288585
send,6.18826412308259,0.00020504986726504952
dear,6.1862086239004945,0.0002737316189217894
pay,6.184148890937483,0.00022396223366328224
front,6.175867270105761,0.00021699451972709123
wanted,6.175867270105761,0.0001950959902133481
neither,6.173786103901937,0.00018315133775130636
whom,6.169610732491456,0.00019741856152541174
bit,6.1675164908883415,0.00020372268365815598
means,6.16541785423142,0.0001944323984099013
shoulder,6.16541785423142,0.0001877964803754337
known,6.159095388491933,0.0001808287664392427
neck,6.156978985585555,0.00018646929676854017
makes,6.154858094016418,0.00018680109267026356
fall,6.152732694704104,0.00018215595004613622
saying,6.1463292576688975,0.00018149235824268945
tale,6.1463292576688975,0.00021268117300468728
thy,6.1463292576688975,0.00047148197634892455
feel,6.144185634125646,0.00017651541971683873
within,6.142037405587356,0.00018215595004613622
girl,6.139884552226255,0.0003016024746665534
city,6.135564891081739,0.0003105609640130847
outside,6.133398042996649,0.00017286566479788156
drew,6.131226489483141,0.00019045084758922075
blood,6.126869184114185,0.00021301296890641067
brother,6.126869184114185,0.0002753905984304063
green,6.115892125483034,0.0001944323984099013
sick,6.115892125483034,0.0001984139492305819
thus,6.113682179832232,0.0001824877459478596
sahib,6.111467339502679,0.0005059887501281562
thee,6.1070228877422545,0.00045323320175413856
making,6.104793232414985,0.00016457076725479703
shut,6.104793232414985,0.00018348313365302974
worth,6.102558594613569,0.00018281954184958297
read,6.100318952020064,0.00021367656070985742
story,6.100318952020064,0.00020969500988917686
lord,6.09807428216624,0.00024254280415979157
minutes,6.095824562432225,0.00018613750086681678
breath,6.089044875446846,0.00016291178774618012
please,6.089044875446846,0.0001771790115202855
watch,6.089044875446846,0.00019011905168749737
order,6.0867747269123065,0.00019741856152541174
whether,6.0844994130751715,0.00017286566479788156
eat,6.07993319509559,0.00019376880660645457
body,6.068425588244111,0.0001944323984099013
hope,6.066108090103747,0.00016257999184445673
shot,6.066108090103747,0.00018846007217888046
meant,6.063785208687608,0.0001579348492203294
sometimes,6.061456918928017,0.0001911144393926675
hours,6.059123195581797,0.00017220207299443479
wall,6.059123195581797,0.00025316027301493975
beginning,6.052089168924417,0.00016490256315652041
fat,6.052089168924417,0.0001738610525030517
really,6.052089168924417,0.0001755200320116686
seven,6.0473721790462776,0.0001702112975840945
doing,6.045005314036012,0.00016622974676341393
reason,6.045005314036012,0.00016390717545135025
drink,6.042632833682381,0.00017684721561856212
nose,6.042632833682381,0.0001788379910289024
bed,6.040254711277414,0.00018846007217888046
happened,6.040254711277414,0.00017054309348581788
government,6.035481432524756,0.0002296027639925797
wrong,6.030685260261263,0.00016357537954962687
straight,6.028278520230699,0.00016025742053239305
talked,6.028278520230699,0.00016390717545135025
case,6.028278520230698,0.00016855231807547759
master,6.028278520230698,0.0002515012935063229
ready,6.028278520230698,0.00016490256315652041
walked,6.028278520230698,0.00016457076725479703
kill,6.025865973825314,0.00021998068284260165
laugh,6.025865973825314,0.00016689333856686068
native,6.025865973825314,0.00021268117300468728
sitting,6.025865973825314,0.00014963995167724487
wish,6.025865973825314,0.00016689333856686068
moved,6.023447592961033,0.0001599256246306697
peace,6.023447592961033,0.00016423897135307364
suppose,6.023447592961033,0.00017983337873407254
village,6.023447592961033,0.00029198039351657534
month,6.021023349349527,0.00017950158283234918
break,6.018593214496234,0.00016722513446858407
arm,6.016157159698354,0.00017319746069960492
running,6.013715156042802,0.00015528048200654236
